Test Time: 2025-06-04 00:24:21
Number of cycles: 2
Start potential: 0.0 V
First inversion potential: 1.0 V
Second inversion potential: -1.0 V
Scan rate: 2.0 V/s
Resistor value: ±2.5uA
Capacitor value: 1e-07 F
Filename: debug_data.csv

Cycle 1
Voltage (V),Current (nA)
0.9983381854984819,23540.90354090354
0.9995876700860894,23528.69352869353
0.9995876700860894,23540.90354090354
0.9983381854984819,23516.483516483517
0.9970887009108742,23528.69352869353
0.9958392163232666,23540.90354090354
0.994589731735659,23528.69352869353
0.9933402471480514,23528.69352869353
0.9920907625604438,23528.69352869353
0.9908412779728362,23528.69352869353
0.9895917933852285,23528.69352869353
0.988342308797621,23528.69352869353
0.9870928242100133,23528.69352869353
0.9858433396224057,23540.90354090354
0.9845938550347981,23540.90354090354
0.9833443704471905,23528.69352869353
0.9820948858595828,23540.90354090354
0.9808454012719753,23528.69352869353
0.9795959166843676,23553.113553113555
0.9783464320967601,23528.69352869353
0.9770969475091524,23528.69352869353
0.9758474629215448,23528.69352869353
0.9745979783339372,23540.90354090354
0.9733484937463296,23540.90354090354
0.9720990091587219,23528.69352869353
0.9708495245711144,23528.69352869353
0.9696000399835067,23528.69352869353
0.9683505553958991,23540.90354090354
0.9671010708082916,23516.483516483517
0.9658515862206839,23540.90354090354
0.9646021016330764,23528.69352869353
0.9633526170454687,23516.483516483517
0.962103132457861,23528.69352869353
0.9608536478702535,23540.90354090354
0.9596041632826459,23540.90354090354
0.9583546786950382,23528.69352869353
0.9571051941074307,23528.69352869353
0.955855709519823,23528.69352869353
0.9546062249322154,23528.69352869353
0.9533567403446078,23516.483516483517
0.9521072557570002,23528.69352869353
0.9508577711693926,23528.69352869353
0.949608286581785,23528.69352869353
0.9483588019941773,23528.69352869353
0.9471093174065698,23528.69352869353
0.9458598328189621,23553.113553113555
0.9446103482313545,23528.69352869353
0.9433608636437469,23528.69352869353
0.9421113790561393,23540.90354090354
0.9408618944685316,23528.69352869353
0.9396124098809241,23540.90354090354
0.9383629252933164,23528.69352869353
0.9371134407057089,23540.90354090354
0.9358639561181012,23540.90354090354
0.9346144715304936,23528.69352869353
0.933364986942886,23528.69352869353
0.9321155023552784,23540.90354090354
0.9308660177676708,23516.483516483517
0.9296165331800632,23528.69352869353
0.9283670485924556,23528.69352869353
0.9271175640048479,23528.69352869353
0.9258680794172404,23528.69352869353
0.9246185948296327,23528.69352869353
0.9233691102420252,23540.90354090354
0.9221196256544175,23528.69352869353
0.9208701410668099,23540.90354090354
0.9196206564792023,23553.113553113555
0.9183711718915947,23528.69352869353
0.917121687303987,23540.90354090354
0.9158722027163795,23553.113553113555
0.9146227181287718,23540.90354090354
0.9133732335411642,23516.483516483517
0.9121237489535566,23528.69352869353
0.910874264365949,23540.90354090354
0.9096247797783414,23528.69352869353
0.9083752951907338,23528.69352869353
0.9071258106031261,23540.90354090354
0.9058763260155186,23516.483516483517
0.9046268414279109,23540.90354090354
0.9033773568403033,23540.90354090354
0.9021278722526958,23528.69352869353
0.9008783876650881,23553.113553113555
0.8996289030774804,23516.483516483517
0.8983794184898729,23540.90354090354
0.8971299339022653,23528.69352869353
0.8958804493146577,23540.90354090354
0.8946309647270501,23540.90354090354
0.8933814801394424,23540.90354090354
0.8921319955518349,23540.90354090354
0.8908825109642272,23516.483516483517
0.8896330263766196,23540.90354090354
0.888383541789012,23528.69352869353
0.8871340572014044,23528.69352869353
0.8858845726137967,23516.483516483517
0.8846350880261892,23540.90354090354
0.8833856034385815,23528.69352869353
0.882136118850974,23553.113553113555
0.8808866342633663,23528.69352869353
0.8796371496757587,23528.69352869353
0.8783876650881511,23516.483516483517
0.8771381805005435,23540.90354090354
0.8758886959129358,23528.69352869353
0.8746392113253283,23528.69352869353
0.8733897267377206,23528.69352869353
0.872140242150113,23540.90354090354
0.8708907575625054,23540.90354090354
0.8696412729748978,23540.90354090354
0.8683917883872903,23516.483516483517
0.8671423037996826,23540.90354090354
0.865892819212075,23540.90354090354
0.8646433346244674,23540.90354090354
0.8633938500368598,23516.483516483517
0.8621443654492521,23516.483516483517
0.8608948808616446,23540.90354090354
0.8596453962740369,23528.69352869353
0.8583959116864293,23516.483516483517
0.8571464270988217,23516.483516483517
0.8558969425112141,23528.69352869353
0.8546474579236065,23516.483516483517
0.8533979733359989,23540.90354090354
0.8521484887483912,23540.90354090354
0.8508990041607837,23528.69352869353
0.849649519573176,23553.113553113555
0.8484000349855684,23540.90354090354
0.8471505503979608,23553.113553113555
0.8459010658103532,23516.483516483517
0.8446515812227455,23528.69352869353
0.843402096635138,23528.69352869353
0.8421526120475303,23540.90354090354
0.8409031274599227,23528.69352869353
0.8396536428723151,23516.483516483517
0.8384041582847075,23540.90354090354
0.8371546736971,23528.69352869353
0.8359051891094923,23540.90354090354
0.8346557045218846,23528.69352869353
0.8334062199342771,23540.90354090354
0.8321567353466695,23528.69352869353
0.8309072507590618,23528.69352869353
0.8296577661714543,23540.90354090354
0.8284082815838466,23516.483516483517
0.827158796996239,23540.90354090354
0.8259093124086314,23528.69352869353
0.8246598278210238,23528.69352869353
0.8234103432334162,23540.90354090354
0.8221608586458086,23540.90354090354
0.8209113740582009,23528.69352869353
0.8196618894705934,23540.90354090354
0.8184124048829857,23528.69352869353
0.8171629202953781,23528.69352869353
0.8159134357077705,23540.90354090354
0.8146639511201629,23528.69352869353
0.8134144665325552,23540.90354090354
0.8121649819449477,23528.69352869353
0.81091549735734,23528.69352869353
0.8096660127697325,23516.483516483517
0.8084165281821248,23516.483516483517
0.8071670435945172,23540.90354090354
0.8059175590069096,23540.90354090354
0.804668074419302,23528.69352869353
0.8034185898316943,23528.69352869353
0.8021691052440868,23528.69352869353
0.8009196206564791,23540.90354090354
0.7996701360688715,23540.90354090354
0.798420651481264,23528.69352869353
0.7971711668936563,23528.69352869353
0.7959216823060488,23540.90354090354
0.7946721977184411,23528.69352869353
0.7934227131308335,23540.90354090354
0.7921732285432259,23528.69352869353
0.7909237439556183,23516.483516483517
0.7896742593680106,23540.90354090354
0.7884247747804031,23516.483516483517
0.7871752901927954,23540.90354090354
0.7859258056051878,23528.69352869353
0.7846763210175802,23528.69352869353
0.7834268364299726,23516.483516483517
0.782177351842365,23528.69352869353
0.7809278672547574,23540.90354090354
0.7796783826671497,23528.69352869353
0.7784288980795422,23528.69352869353
0.7771794134919345,23528.69352869353
0.7759299289043269,23528.69352869353
0.7746804443167193,23540.90354090354
0.7734309597291117,23528.69352869353
0.772181475141504,23540.90354090354
0.7709319905538965,23540.90354090354
0.7696825059662888,23540.90354090354
0.7684330213786813,23540.90354090354
0.7671835367910737,23528.69352869353
0.765934052203466,23528.69352869353
0.7646845676158585,23528.69352869353
0.7634350830282508,23528.69352869353
0.7621855984406432,23528.69352869353
0.7609361138530356,23540.90354090354
0.759686629265428,23528.69352869353
0.7584371446778203,23528.69352869353
0.7571876600902128,23528.69352869353
0.7559381755026051,23540.90354090354
0.7546886909149976,23540.90354090354
0.7534392063273899,23540.90354090354
0.7521897217397823,23528.69352869353
0.7509402371521747,23516.483516483517
0.7496907525645671,23540.90354090354
0.7484412679769594,23540.90354090354
0.7471917833893519,23540.90354090354
0.7459422988017442,23528.69352869353
0.7446928142141366,23540.90354090354
0.743443329626529,23528.69352869353
0.7421938450389214,23528.69352869353
0.7409443604513138,23540.90354090354
0.7396948758637062,23540.90354090354
0.7384453912760985,23540.90354090354
0.737195906688491,23540.90354090354
0.7359464221008833,23540.90354090354
0.7346969375132757,23540.90354090354
0.7334474529256682,23528.69352869353
0.7321979683380605,23516.483516483517
0.7309484837504528,23528.69352869353
0.7296989991628453,23528.69352869353
0.7284495145752377,23528.69352869353
0.7272000299876301,23528.69352869353
0.7259505454000225,23528.69352869353
0.7247010608124148,23528.69352869353
0.7234515762248073,23528.69352869353
0.7222020916371996,23528.69352869353
0.720952607049592,23528.69352869353
0.7197031224619844,23528.69352869353
0.7184536378743768,23516.483516483517
0.7172041532867691,23528.69352869353
0.7159546686991616,23528.69352869353
0.7147051841115539,23528.69352869353
0.7134556995239464,23516.483516483517
0.7122062149363387,23528.69352869353
0.7109567303487311,23540.90354090354
0.7097072457611235,23528.69352869353
0.7084577611735159,23540.90354090354
0.7072082765859082,23528.69352869353
0.7059587919983007,23528.69352869353
0.704709307410693,23516.483516483517
0.7034598228230854,23528.69352869353
0.7022103382354778,23528.69352869353
0.7009608536478702,23528.69352869353
0.6997113690602627,23528.69352869353
0.698461884472655,23528.69352869353
0.6972123998850474,23528.69352869353
0.6959629152974398,23516.483516483517
0.6947134307098322,23528.69352869353
0.6934639461222245,23540.90354090354
0.692214461534617,23528.69352869353
0.6909649769470093,23528.69352869353
0.6897154923594017,23528.69352869353
0.6884660077717941,23528.69352869353
0.6872165231841865,23540.90354090354
0.6859670385965789,23540.90354090354
0.6847175540089713,23528.69352869353
0.6834680694213636,23528.69352869353
0.6822185848337561,23528.69352869353
0.6809691002461484,23528.69352869353
0.6797196156585408,23528.69352869353
0.6784701310709332,23540.90354090354
0.6772206464833256,23528.69352869353
0.6759711618957179,23540.90354090354
0.6747216773081104,23528.69352869353
0.6734721927205027,23540.90354090354
0.6722227081328952,23540.90354090354
0.6709732235452875,23528.69352869353
0.6697237389576799,23528.69352869353
0.6684742543700724,23540.90354090354
0.6672247697824647,23528.69352869353
0.665975285194857,23540.90354090354
0.6647258006072495,23528.69352869353
0.6634763160196419,23528.69352869353
0.6622268314320342,23516.483516483517
0.6609773468444267,23540.90354090354
0.659727862256819,23528.69352869353
0.6584783776692115,23516.483516483517
0.6572288930816038,23540.90354090354
0.6559794084939962,23540.90354090354
0.6547299239063886,23540.90354090354
0.653480439318781,23516.483516483517
0.6522309547311733,23516.483516483517
0.6509814701435658,23528.69352869353
0.6497319855559581,23528.69352869353
0.6484825009683505,23528.69352869353
0.6472330163807429,23516.483516483517
0.6459835317931353,23528.69352869353
0.6447340472055277,23540.90354090354
0.6434845626179201,23528.69352869353
0.6422350780303124,23540.90354090354
0.6409855934427049,23528.69352869353
0.6397361088550972,23528.69352869353
0.6384866242674896,23540.90354090354
0.637237139679882,23516.483516483517
0.6359876550922744,23516.483516483517
0.6347381705046667,23516.483516483517
0.6334886859170592,23540.90354090354
0.6322392013294516,23516.483516483517
0.630989716741844,23528.69352869353
0.6297402321542364,23528.69352869353
0.6284907475666287,23540.90354090354
0.6272412629790212,23540.90354090354
0.6259917783914135,23528.69352869353
0.6247422938038059,23528.69352869353
0.6234928092161983,23528.69352869353
0.6222433246285907,23528.69352869353
0.620993840040983,23528.69352869353
0.6197443554533755,23528.69352869353
0.6184948708657678,23528.69352869353
0.6172453862781603,23516.483516483517
0.6159959016905526,23540.90354090354
0.614746417102945,23528.69352869353
0.6134969325153374,23528.69352869353
0.6122474479277298,23528.69352869353
0.6109979633401221,23528.69352869353
0.6097484787525146,23528.69352869353
0.6084989941649069,23540.90354090354
0.6072495095772993,23528.69352869353
0.6060000249896917,23528.69352869353
0.6047505404020841,23528.69352869353
0.6035010558144766,23540.90354090354
0.6022515712268689,23553.113553113555
0.6010020866392612,23516.483516483517
0.5997526020516537,23528.69352869353
0.598503117464046,23528.69352869353
0.5972536328764384,23528.69352869353
0.5960041482888309,23528.69352869353
0.5947546637012232,23553.113553113555
0.5935051791136156,23528.69352869353
0.592255694526008,23540.90354090354
0.5910062099384004,23540.90354090354
0.5897567253507928,23528.69352869353
0.5885072407631852,23528.69352869353
0.5872577561755775,23540.90354090354
0.58600827158797,23528.69352869353
0.5847587870003623,23528.69352869353
0.5835093024127547,23528.69352869353
0.5822598178251471,23516.483516483517
0.5810103332375395,23528.69352869353
0.5797608486499318,23528.69352869353
0.5785113640623243,23528.69352869353
0.5772618794747166,23540.90354090354
0.5760123948871091,23528.69352869353
0.5747629102995014,23540.90354090354
0.5735134257118938,23528.69352869353
0.5722639411242862,23540.90354090354
0.5710144565366786,23540.90354090354
0.5697649719490709,23528.69352869353
0.5685154873614634,23540.90354090354
0.5672660027738557,23540.90354090354
0.5660165181862481,23528.69352869353
0.5647670335986406,23528.69352869353
0.5635175490110329,23528.69352869353
0.5622680644234254,23528.69352869353
0.5610185798358177,23528.69352869353
0.5597690952482101,23528.69352869353
0.5585196106606025,23528.69352869353
0.5572701260729949,23528.69352869353
0.5560206414853872,23516.483516483517
0.5547711568977797,23540.90354090354
0.553521672310172,23540.90354090354
0.5522721877225644,23528.69352869353
0.5510227031349568,23528.69352869353
0.5497732185473492,23528.69352869353
0.5485237339597416,23528.69352869353
0.547274249372134,23528.69352869353
0.5460247647845263,23540.90354090354
0.5447752801969188,23528.69352869353
0.5435257956093111,23528.69352869353
0.5422763110217035,23528.69352869353
0.5410268264340959,23516.483516483517
0.5397773418464883,23528.69352869353
0.5385278572588806,23528.69352869353
0.5372783726712731,23528.69352869353
0.5360288880836654,23540.90354090354
0.5347794034960579,23540.90354090354
0.5335299189084503,23528.69352869353
0.5322804343208426,23540.90354090354
0.5310309497332351,23528.69352869353
0.5297814651456274,23528.69352869353
0.5285319805580198,23528.69352869353
0.5272824959704122,23528.69352869353
0.5260330113828046,23528.69352869353
0.5247835267951969,23540.90354090354
0.5235340422075894,23516.483516483517
0.5222845576199817,23528.69352869353
0.5210350730323742,23528.69352869353
0.5197855884447665,23528.69352869353
0.5185361038571589,23528.69352869353
0.5172866192695513,23540.90354090354
0.5160371346819437,23540.90354090354
0.514787650094336,23540.90354090354
0.5135381655067285,23528.69352869353
0.5122886809191208,23540.90354090354
0.5110391963315132,23540.90354090354
0.5097897117439056,23528.69352869353
0.508540227156298,23540.90354090354
0.5072907425686903,23540.90354090354
0.5060412579810828,23540.90354090354
0.5047917733934751,23528.69352869353
0.5035422888058676,23528.69352869353
0.50229280421826,23528.69352869353
0.5010433196306523,23528.69352869353
0.4997938350430447,23528.69352869353
0.4985443504554371,23528.69352869353
0.4972948658678295,23553.113553113555
0.4960453812802219,23528.69352869353
0.49479589669261426,23540.90354090354
0.49354641210500666,23528.69352869353
0.49229692751739906,23528.69352869353
0.4910474429297914,23516.483516483517
0.4897979583421838,23540.90354090354
0.4885484737545762,23540.90354090354
0.4872989891669686,23528.69352869353
0.48604950457936097,23540.90354090354
0.4848000199917534,23540.90354090354
0.4835505354041458,23516.483516483517
0.4823010508165382,23540.90354090354
0.4810515662289305,23528.69352869353
0.47980208164132293,23528.69352869353
0.47855259705371533,23540.90354090354
0.4773031124661077,23540.90354090354
0.4760536278785001,23528.69352869353
0.4748041432908925,23540.90354090354
0.4735546587032849,23528.69352869353
0.47230517411567724,23528.69352869353
0.47105568952806964,23540.90354090354
0.46980620494046205,23528.69352869353
0.46855672035285445,23528.69352869353
0.4673072357652468,23540.90354090354
0.4660577511776392,23528.69352869353
0.4648082665900316,23528.69352869353
0.46355878200242395,23540.90354090354
0.46230929741481636,23528.69352869353
0.46105981282720876,23540.90354090354
0.45981032823960116,23516.483516483517
0.4585608436519935,23528.69352869353
0.4573113590643859,23540.90354090354
0.4560618744767783,23528.69352869353
0.4548123898891707,23528.69352869353
0.45356290530156307,23528.69352869353
0.45231342071395547,23540.90354090354
0.4510639361263479,23528.69352869353
0.4498144515387402,23540.90354090354
0.4485649669511326,23540.90354090354
0.44731548236352503,23516.483516483517
0.44606599777591743,23540.90354090354
0.4448165131883098,23528.69352869353
0.4435670286007022,23528.69352869353
0.4423175440130946,23528.69352869353
0.441068059425487,23528.69352869353
0.43981857483787934,23528.69352869353
0.43856909025027174,23528.69352869353
0.43731960566266415,23540.90354090354
0.4360701210750565,23540.90354090354
0.4348206364874489,23540.90354090354
0.4335711518998413,23553.113553113555
0.4323216673122337,23528.69352869353
0.43107218272462605,23528.69352869353
0.42982269813701846,23528.69352869353
0.42857321354941086,23540.90354090354
0.42732372896180326,23540.90354090354
0.4260742443741956,23516.483516483517
0.424824759786588,23540.90354090354
0.4235752751989804,23540.90354090354
0.42232579061137276,23540.90354090354
0.42107630602376517,23540.90354090354
0.41982682143615757,23540.90354090354
0.41857733684855,23540.90354090354
0.4173278522609423,23528.69352869353
0.4160783676733347,23540.90354090354
0.41482888308572713,23540.90354090354
0.4135793984981195,23528.69352869353
0.4123299139105119,23516.483516483517
0.4110804293229043,23540.90354090354
0.4098309447352967,23528.69352869353
0.40858146014768904,23528.69352869353
0.40733197556008144,23528.69352869353
0.40608249097247384,23504.273504273504
0.40483300638486625,23528.69352869353
0.4035835217972586,23540.90354090354
0.402334037209651,23528.69352869353
0.4010845526220434,23540.90354090354
0.39983506803443575,23540.90354090354
0.39858558344682815,23528.69352869353
0.39733609885922055,23528.69352869353
0.39608661427161296,23528.69352869353
0.3948371296840053,23540.90354090354
0.3935876450963977,23553.113553113555
0.3923381605087901,23540.90354090354
0.3910886759211825,23528.69352869353
0.38983919133357486,23516.483516483517
0.38858970674596727,23540.90354090354
0.38734022215835967,23528.69352869353
0.386090737570752,23528.69352869353
0.3848412529831444,23540.90354090354
0.3835917683955368,23540.90354090354
0.38234228380792923,23540.90354090354
0.3810927992203216,23528.69352869353
0.379843314632714,23540.90354090354
0.3785938300451064,23540.90354090354
0.3773443454574988,23516.483516483517
0.37609486086989113,23528.69352869353
0.37484537628228354,23540.90354090354
0.37359589169467594,23528.69352869353
0.3723464071070683,23540.90354090354
0.3710969225194607,23516.483516483517
0.3698474379318531,23528.69352869353
0.3685979533442455,23516.483516483517
0.36734846875663785,23528.69352869353
0.36609898416903025,23540.90354090354
0.36484949958142265,23528.69352869353
0.36360001499381506,23528.69352869353
0.3623505304062074,23528.69352869353
0.3611010458185998,23540.90354090354
0.3598515612309922,23528.69352869353
0.35860207664338456,23528.69352869353
0.35735259205577696,23540.90354090354
0.35610310746816937,23528.69352869353
0.35485362288056177,23528.69352869353
0.3536041382929541,23528.69352869353
0.3523546537053465,23528.69352869353
0.3511051691177389,23528.69352869353
0.34985568453013133,23540.90354090354
0.3486061999425237,23516.483516483517
0.3473567153549161,23540.90354090354
0.3461072307673085,23528.69352869353
0.34485774617970083,23540.90354090354
0.34360826159209323,23528.69352869353
0.34235877700448564,23540.90354090354
0.34110929241687804,23528.69352869353
0.3398598078292704,23528.69352869353
0.3386103232416628,23516.483516483517
0.3373608386540552,23528.69352869353
0.3361113540664476,23540.90354090354
0.33486186947883995,23528.69352869353
0.33361238489123235,23528.69352869353
0.33236290030362475,23528.69352869353
0.3311134157160171,23540.90354090354
0.3298639311284095,23528.69352869353
0.3286144465408019,23528.69352869353
0.3273649619531943,23540.90354090354
0.32611547736558666,23516.483516483517
0.32486599277797906,23528.69352869353
0.32361650819037147,23528.69352869353
0.32236702360276387,23540.90354090354
0.3211175390151562,23540.90354090354
0.3198680544275486,23516.483516483517
0.318618569839941,23528.69352869353
0.31736908525233337,23528.69352869353
0.3161196006647258,23540.90354090354
0.3148701160771182,23528.69352869353
0.3136206314895106,23540.90354090354
0.31237114690190293,23528.69352869353
0.31112166231429533,23540.90354090354
0.30987217772668774,23528.69352869353
0.30862269313908014,23528.69352869353
0.3073732085514725,23553.113553113555
0.3061237239638649,23540.90354090354
0.3048742393762573,23528.69352869353
0.30362475478864964,23528.69352869353
0.30237527020104205,23540.90354090354
0.30112578561343445,23528.69352869353
0.29987630102582685,23528.69352869353
0.2986268164382192,23540.90354090354
0.2973773318506116,23528.69352869353
0.296127847263004,23540.90354090354
0.2948783626753964,23528.69352869353
0.29362887808778876,23528.69352869353
0.29237939350018116,23528.69352869353
0.29112990891257357,23516.483516483517
0.2898804243249659,23528.69352869353
0.2886309397373583,23528.69352869353
0.2873814551497507,23540.90354090354
0.2861319705621431,23528.69352869353
0.28488248597453547,23528.69352869353
0.2836330013869279,23540.90354090354
0.2823835167993203,23528.69352869353
0.2811340322117127,23553.113553113555
0.27988454762410503,23528.69352869353
0.27863506303649743,23540.90354090354
0.27738557844888984,23516.483516483517
0.2761360938612822,23528.69352869353
0.2748866092736746,23528.69352869353
0.273637124686067,23528.69352869353
0.2723876400984594,23528.69352869353
0.27113815551085174,23528.69352869353
0.26988867092324414,23528.69352869353
0.26863918633563655,23540.90354090354
0.26738970174802895,23528.69352869353
0.2661402171604213,23528.69352869353
0.2648907325728137,23540.90354090354
0.2636412479852061,23516.483516483517
0.26239176339759845,23528.69352869353
0.26114227880999086,23540.90354090354
0.25989279422238326,23540.90354090354
0.25864330963477566,23528.69352869353
0.257393825047168,23540.90354090354
0.2561443404595604,23528.69352869353
0.2548948558719528,23528.69352869353
0.25364537128434517,23540.90354090354
0.25239588669673757,23540.90354090354
0.25114640210913,23540.90354090354
0.24989691752152235,23528.69352869353
0.24864743293391475,23540.90354090354
0.24739794834630713,23528.69352869353
0.24614846375869953,23528.69352869353
0.2448989791710919,23528.69352869353
0.2436494945834843,23540.90354090354
0.2424000099958767,23528.69352869353
0.2411505254082691,23540.90354090354
0.23990104082066147,23540.90354090354
0.23865155623305384,23553.113553113555
0.23740207164544624,23540.90354090354
0.23615258705783862,23528.69352869353
0.23490310247023102,23418.80341880342
0.2336536178826234,23308.91330891331
0.2324041332950158,23174.603174603177
0.23115464870740818,23052.503052503052
0.22990516411980058,22905.982905982906
0.22865567953219296,22783.882783882786
0.22740619494458536,22649.57264957265
0.22615671035697774,22515.26251526251
0.2249072257693701,22405.372405372404
0.22365774118176251,22283.272283272287
0.2224082565941549,22136.752136752137
0.2211587720065473,22039.07203907204
0.21990928741893967,21892.551892551895
0.21865980283133207,21843.711843711844
0.21741031824372445,21697.191697191694
0.21616083365611685,21538.46153846154
0.21491134906850923,21489.621489621488
0.21366186448090163,21355.311355311354
0.212412379893294,21221.00122100122
0.21116289530568638,21123.321123321122
0.20991341071807879,20989.01098901099
0.20866392613047116,20879.12087912088
0.20741444154286356,20757.02075702076
0.20616495695525594,20659.34065934066
0.20491547236764834,20525.03052503052
0.20366598778004072,20390.720390720388
0.20241650319243312,20244.200244200245
0.2011670186048255,20109.89010989011
0.19991753401721787,20024.420024420026
0.19866804942961028,19877.89987789988
0.19741856484200265,19792.429792429793
0.19616908025439506,19621.48962148962
0.19491959566678743,19462.759462759463
0.19367011107917984,19352.869352869355
0.1924206264915722,19218.55921855922
0.19117114190396461,19096.459096459097
0.189921657316357,18949.938949938947
0.1886721727287494,18852.258852258852
0.18742268814114177,18742.368742368744
0.18617320355353414,18608.058608058607
0.18492371896592655,18522.58852258852
0.18367423437831892,18412.698412698413
0.18242474979071133,18302.808302808302
0.1811752652031037,18168.49816849817
0.1799257806154961,18034.188034188035
0.17867629602788848,17936.507936507936
0.17742681144028088,17802.197802197803
0.17617732685267326,17692.30769230769
0.17492784226506566,17533.577533577532
0.17367835767745804,17460.317460317463
0.17242887308985042,17326.007326007326
0.17117938850224282,17179.48717948718
0.1699299039146352,17032.967032967033
0.1686804193270276,16935.286935286935
0.16743093473941997,16813.186813186814
0.16618145015181238,16691.086691086693
0.16493196556420475,16532.35653235653
0.16368248097659716,16446.886446886445
0.16243299638898953,16288.156288156288
0.16118351180138193,16178.26617826618
0.1599340272137743,16043.956043956045
0.15868454262616669,15909.645909645908
0.1574350580385591,15811.96581196581
0.15618557345095146,15677.655677655677
0.15493608886334387,15592.185592185593
0.15368660427573624,15470.08547008547
0.15243711968812865,15360.195360195361
0.15118763510052102,15225.885225885224
0.14993815051291343,15128.205128205127
0.1486886659253058,15006.105006105006
0.1474391813376982,14896.214896214897
0.14618969675009058,14786.324786324787
0.14494021216248296,14627.594627594626
0.14369072757487536,14517.704517704518
0.14244124298726774,14420.02442002442
0.14119175839966014,14297.924297924299
0.13994227381205251,14151.404151404153
0.13869278922444492,14041.514041514041
0.1374433046368373,13870.573870573871
0.1361938200492297,13736.263736263736
0.13494433546162207,13650.79365079365
0.13369485087401448,13492.063492063493
0.13244536628640685,13382.173382173381
0.13119588169879923,13272.283272283274
0.12994639711119163,13113.553113553115
0.128696912523584,12991.452991452992
0.1274474279359764,12857.142857142859
0.12619794334836879,12771.672771672771
0.12494845876076117,12612.942612942612
0.12369897417315356,12515.262515262515
0.12244948958554595,12429.792429792431
0.12120000499793834,12295.482295482298
0.11995052041033073,12136.752136752135
0.11870103582272312,12039.07203907204
0.11745155123511551,11892.551892551892
0.1162020666475079,11831.501831501831
0.11495258205990029,11684.981684981685
0.11370309747229268,11575.091575091577
0.11245361288468506,11452.991452991453
0.11120412829707745,11318.681318681318
0.10995464370946983,11196.581196581197
0.10870515912186222,11074.481074481075
0.10745567453425461,10989.010989010989
0.106206189946647,10842.490842490843
0.10495670535903939,10708.180708180707
0.10370722077143178,10573.870573870574
0.10245773618382417,10451.770451770451
0.10120825159621656,10317.460317460318
0.09995876700860894,10207.570207570207
0.09870928242100133,10073.260073260073
0.09745979783339372,9926.739926739927
0.0962103132457861,9816.849816849815
0.0949608286581785,9706.959706959706
0.09371134407057088,9572.649572649572
0.09246185948296327,9450.54945054945
0.09121237489535566,9304.029304029304
0.08996289030774805,9230.76923076923
0.08871340572014044,9096.459096459097
0.08746392113253283,8962.148962148962
0.08621443654492521,8852.258852258852
0.0849649519573176,8754.578754578755
0.08371546736970999,8608.058608058609
0.08246598278210238,8510.37851037851
0.08121649819449477,8363.858363858364
0.07996701360688716,8278.388278388278
0.07871752901927954,8144.078144078144
0.07746804443167193,8034.188034188034
0.07621855984406432,7899.8778998779
0.07496907525645671,7802.197802197802
0.0737195906688491,7680.0976800976805
0.07247010608124148,7521.3675213675215
0.07122062149363387,7411.477411477412
0.06997113690602626,7277.1672771672775
0.06872165231841865,7142.857142857143
0.06747216773081104,6996.336996336995
0.06622268314320343,6886.446886446886
0.06497319855559582,6727.716727716728
0.0637237139679882,6617.826617826618
0.06247422938038059,6471.306471306471
0.06122474479277298,6349.206349206349
0.059975260205165366,6227.1062271062265
0.058725775617557756,6153.846153846154
0.057476291029950145,6007.326007326007
0.05622680644234253,5958.485958485959
0.05497732185473492,5787.545787545789
0.05372783726712731,5665.445665445665
0.052478352679519696,5567.765567765568
0.051228868091912086,5445.665445665445
0.04997938350430447,5311.355311355312
0.04872989891669686,5201.465201465202
0.04748041432908925,5091.575091575091
0.04623092974148164,4957.264957264957
0.044981445153874026,4822.954822954823
0.043731960566266416,4700.854700854701
0.0424824759786588,4603.174603174603
0.04123299139105119,4481.074481074481
0.03998350680344358,4358.974358974359
0.03873402221583597,4200.2442002442
0.03748453762822836,4090.35409035409
0.03623505304062074,3980.4639804639805
0.03498556845301313,3846.153846153846
0.03373608386540552,3699.6336996336995
0.03248659927779791,3577.5335775335775
0.031237114690190294,3455.433455433455
0.029987630102582683,3321.123321123321
0.028738145514975073,3199.0231990231987
0.02748866092736746,3101.3431013431014
0.026239176339759848,2979.2429792429793
0.024989691752152234,2857.142857142857
0.023740207164544624,2735.0427350427353
0.022490722576937013,2588.522588522589
0.0212412379893294,2466.4224664224666
0.01999175340172179,2332.1123321123323
0.01874226881411418,2258.8522588522587
0.017492784226506564,2136.7521367521367
0.016243299638898954,2063.492063492063
0.014993815051291342,1904.7619047619048
0.01374433046368373,1782.6617826617828
0.012494845876076117,1684.981684981685
0.011245361288468507,1526.2515262515265
0.009995876700860894,1404.1514041514042
0.008746392113253282,1294.2612942612946
0.007496907525645671,1172.161172161172
0.0062474229380380586,1037.851037851038
0.004997938350430447,891.3308913308914
0.0037484537628228354,781.4407814407815
0.0024989691752152236,695.970695970696
0.0012494845876076118,537.2405372405373
-0.0,402.930402930403
-0.0012494845876076118,280.83028083028086
-0.0024989691752152236,158.7301587301587
-0.0037484537628228354,36.63003663003663
-0.004997938350430447,-73.26007326007326
-0.0062474229380380586,-207.57020757020757
-0.007496907525645671,-341.8803418803419
-0.008746392113253282,-427.35042735042737
-0.009995876700860894,-586.080586080586
-0.011245361288468507,-683.7606837606838
-0.012494845876076117,-793.6507936507936
-0.01374433046368373,-915.7509157509157
-0.014993815051291342,-1025.6410256410256
